total_hours,sessions_per_week,avg_focus_score,days_until_exam,subject_difficulty,readiness_score
102.902590733493,6,4.1195021834304955,24,4,68.94278341454968
2.094449142378928,14,4.760533769831113,25,1,49.54858903561933
34.78659599375842,14,3.1949351574663445,54,3,42.216521140731345
85.74932734035677,1,2.9755748607337384,48,4,53.85173415277077
44.60978536536033,8,4.396893641976712,17,4,51.66537291180124
44.75818056407259,7,2.0018472744223366,30,2,47.78245530853386
117.48825013472607,3,4.568186220708453,27,3,65.33775434222335
69.65156227053673,1,1.780971951192178,61,4,46.43956154804589
34.41191113046184,3,4.074216057225236,17,4,38.49661697861373
2.839337366935224,8,2.323001218682055,46,1,33.170564917545185
69.10280383132977,12,4.41203782186944,63,1,78.42740904487422
38.713718613597045,2,3.2272050498334006,54,2,34.55497094310522
111.67200334248899,14,1.3887059750830741,32,3,71.28638588908862
89.15146551275033,1,1.5464853257681153,48,3,47.1094122671373
35.93742946747471,7,2.679123425785106,50,1,41.46489720610361
1.6169986701044263,4,4.193180715867101,65,4,21.335732339033257
84.5340583936667,14,4.560021367270265,87,3,68.70929272972654
69.8153367785447,6,2.3126106698989277,58,3,52.52957359072358
117.8390657089532,6,3.363333042276043,86,1,59.4321752454025
63.14694794652172,5,2.0861716632789675,5,3,51.6885188338475
11.156348334258391,13,1.777520135979492,47,3,38.283209943583465
117.12639745604162,12,3.8583804167198084,19,1,85.46624044379249
48.45968727193055,3,2.7558856828225444,55,2,43.66721165104662
49.66540038529811,10,4.660854910505922,34,4,66.02711802774559
66.35797310002833,9,3.640789506870925,1,4,78.3042397064238
52.84507494266904,13,2.6784002497111596,76,2,55.82593813563865
43.360748759500126,5,1.4806585912225687,29,2,43.87624843171806
42.21021420963869,14,2.735406596951892,23,2,58.49066110562639
74.28616166821377,5,4.54672154919219,52,3,79.48735594346272
82.39168855837879,8,4.775566418243029,2,1,83.3008610557895
104.19667309304545,11,4.203797178729599,12,2,76.30984359915664
97.53329703158435,11,4.765859235106101,67,1,80.64040720598659
115.38167709504579,10,1.8267374395069815,29,1,69.35953945907025
5.636612744917802,2,3.7320270936654274,81,2,12.409503239558935
38.95810000495759,10,3.726454675891159,34,3,51.49590510373426
83.91172267833393,13,4.746592607422829,36,1,81.20892722510952
96.61423071579698,9,3.1918875329923493,73,4,55.71808096119938
93.39314232829763,8,4.468466428838888,37,4,65.65990408283517
52.050289257627185,13,3.959635041789498,30,1,64.9004857577308
47.36455226008521,13,4.582092913984802,49,4,74.8361289719754
2.2896805261555047,9,4.388572576382359,9,3,40.216970990818936
58.41999300747445,10,3.527348848679197,69,3,60.99090530260297
72.69047018223316,4,3.6900738243081537,53,3,55.50369715830708
111.78056357678781,10,1.2302350400665771,5,3,69.61195731282054
106.63679774823767,11,3.823325935514778,76,1,77.91806600499179
13.033598458612039,7,2.7043659001877645,40,2,39.67922232611258
48.201540632555975,11,3.824968908625985,5,1,59.60466868773976
97.7231485036428,7,4.944004255291484,4,4,68.29425370483871
45.77489067817898,3,4.108587663709747,54,3,47.61009410993857
14.232500394432009,3,2.014728695492555,58,4,15.931027884924642
15.139332035900559,13,4.291161407506772,39,1,42.87986937190836
48.62652425177095,12,2.142848345127443,56,1,58.47029249066101
27.607904783814863,6,4.208436996106936,45,4,30.153964275420563
6.164693212482558,5,4.971859184477202,36,3,35.96524997329579
83.75392364969106,9,3.0923913766805953,49,2,66.43893940547142
88.71498399531929,11,2.1238527583689213,16,4,76.34678304195207
47.94809403436745,8,3.480530391206147,8,2,58.218659901848895
43.04891513510029,2,2.063751699856956,41,4,24.44861903383275
118.35907859307274,6,1.1292638044386019,73,1,65.04468224381458
33.243959459300456,13,4.64370873797537,6,2,53.06714119280658
50.58004787087903,5,3.4536607837431594,66,2,53.66853434068525
118.48585938847839,1,2.506955879751763,26,3,50.793056369594645
47.76574442848423,11,4.368475692542835,77,1,48.53989642227923
33.53544155975404,7,4.458889505020213,81,1,43.09680970663454
119.96640312104954,6,4.652663009030571,23,1,80.67585839599441
45.96421536381858,5,2.802176541240374,1,3,52.14398505695018
33.69308384608314,4,1.9145712220138509,32,2,30.809805860962854
80.91721027554316,2,2.9048427871560567,3,3,57.76671563813626
37.62549153275488,1,3.207627355097942,5,2,37.842878888818284
16.947812185626248,7,4.0205490226944764,85,2,39.969512493918366
84.78549240380761,3,4.612604234706505,64,4,59.60966019901734
76.76067427305162,11,1.3640083642053211,52,1,67.26034859595671
62.16474921001748,8,4.6418851136130925,30,3,75.84611791076276
95.78014130519139,10,4.706350500645978,74,1,79.74119138501415
31.731082207576044,8,1.1834450656185318,6,1,38.192380168816776
69.97834220213687,11,1.3034533124346557,23,3,58.636147780840616
70.58716660794929,11,1.5553086905976405,8,4,60.056594590792855
107.71782077881541,3,3.0609442194568435,32,2,55.39215371282706
72.63031206937427,3,1.1634744650659155,5,2,48.3360029729528
11.555601517089618,1,3.137694014930092,12,2,22.20011601876256
107.41185428461516,1,3.0136690834194275,45,3,49.55604879371479
104.95585626870648,13,1.0103800975345862,36,1,69.11141994380945
11.05752391400115,3,1.7380840774255093,79,3,12.328062003166615
74.57231781210521,7,3.125063015894136,2,1,60.05458292372901
8.418622138837733,11,2.009747777376083,7,3,35.61362719898455
64.32150474657257,13,4.468859924298894,38,3,74.65708562978173
48.262496067985815,9,3.9496208243752764,28,2,66.76661912680665
11.615315116734687,14,1.4790485272770049,17,1,38.95164357206825
71.63750197293179,4,2.420417213117219,18,3,63.31448766997532
67.37132964810205,8,2.7266381849187176,83,2,60.148196539671346
34.76933279004821,6,4.598589588580049,64,2,46.611776421334994
40.311469272428766,9,1.948907166943978,22,1,43.3169486809789
19.19023756293551,7,2.9512392032349517,75,2,28.92382340598055
107.7150855305446,7,1.2065419114980513,31,4,54.65587720488854
83.93841402160416,8,1.4481556086722094,66,4,53.575432448513844
21.33562289941783,3,4.28344589261341,66,3,34.24521781595799
64.66937111334435,10,2.1199163746411367,44,1,61.10267714999997
51.62693619535359,1,3.9449887347939527,12,3,41.2498560853756
85.1603813816889,14,2.154522212961023,37,2,70.1765787474964
64.37814247363872,1,2.4769219260395845,10,1,44.93056683105429
8.541621486259363,12,1.8069218493209434,40,2,45.00344505706063
95.52044454600903,1,4.402909840065819,60,4,51.922900302938054
49.61367685937411,5,3.923469900814577,9,2,57.94093842983911
101.17762443423437,8,4.311763548709967,14,4,81.59216911466032
20.475057201018835,5,1.7456199471525764,83,3,25.709610748193093
38.62739329328286,10,2.5697804296905415,40,4,48.365656474458596
53.257054119855994,14,4.5986697811686925,38,1,68.8930758583283
28.633310722471258,1,2.5659284408060077,66,2,33.629222352502744
8.92767437450722,8,3.4969519836559684,51,2,35.610950355813706
40.853768144193246,4,4.1761007570811834,29,1,52.753748250547346
64.48186994518227,7,3.2926033970295547,29,2,66.32989379043767
93.65006074703938,1,1.1341297389431175,86,2,48.03043820546522
91.73258360314217,11,4.018541167440466,38,1,78.50256777107279
95.87814852776688,5,2.945429927982431,68,4,51.33234557746263
92.85395569119116,11,3.564590531541189,36,4,75.84885486742317
99.38906050928031,14,4.633802245334513,38,2,88.15095886351067
48.70131859487314,10,4.789133358447261,12,2,69.07651360691945
73.76305401672309,8,4.488495635776606,76,4,77.60892302401628
68.25084884711586,4,4.160338548496346,37,4,62.680520742935954
45.55780899673022,9,2.696522685209544,29,2,57.70489811145654
112.18967475751276,6,4.642744793022852,1,2,73.32277363909292
23.17218465980036,7,4.683367530469489,63,2,40.8426162371219
62.74172879800258,8,3.4315775751770348,47,1,59.892437684199265
94.74699675702459,10,2.3339966867645767,63,4,67.63986290566902
64.95007674961282,11,4.691840927193939,7,2,80.66726055706218
70.86111867225151,11,2.8097580645307736,51,2,66.81046632748347
21.990051394240574,7,1.6620532697118953,88,1,35.267760343216835
76.23945026242411,12,1.8507231373649051,49,3,54.85364703474676
117.08941656624799,9,1.5946509110124518,86,4,50.12490559752529
36.65191350021077,13,2.5892724618303915,51,3,47.76083106902141
96.17406062683806,14,1.8205585619280287,29,1,71.89624567440991
68.21609485825135,2,2.176178716883886,47,2,44.873416218770174
63.40244204998203,12,2.924351793550344,38,3,61.46296800656842
103.55248890060855,7,4.012984882989803,10,2,73.08362409086915
107.79421876844722,2,2.6349366843923856,87,3,51.299660053705146
79.41194908730802,1,3.206890381037359,67,4,45.22575591199165
24.337458863520883,13,3.3801959188016824,67,3,36.134429618062995
12.833525738362074,8,3.8890677274226366,46,3,40.42691481862241
115.55526890803009,4,3.6723405462825847,85,2,62.21042403052781
2.5472288977775883,7,3.9436184527840092,85,3,24.055911619010438
15.610449869862311,3,3.3321662438787687,60,2,20.259717089033952
46.18339657190476,7,1.1369124432821165,20,1,43.335598791584395
42.077865240871795,14,2.4510315786637817,53,4,45.17900840796852
68.3274177760207,11,4.578208907576366,81,2,70.76391069122911
3.6738476900939703,14,3.966747776914662,66,1,31.578843022941534
77.7614459645502,14,4.9376087228142085,58,1,77.83951886203975
21.429835015948115,7,3.7327354257819256,70,2,44.60181132652896
60.272799667809686,2,3.2167120100631736,25,2,50.85943589478211
99.739274641157,7,1.4263149205146974,86,1,53.65570458529091
88.12996483662842,2,3.4020674417346135,53,3,51.1712113905997
69.22203100334868,1,2.6750820995682925,62,2,37.14852599026209
115.07663410027325,1,1.3311946717005059,36,3,42.37686339892832
30.196544052077193,5,4.3483159628121175,11,4,44.42174972808236
73.63815537394696,6,2.9042016087963987,24,2,65.93076111144626
17.065152013123626,8,1.859761514363027,36,3,35.00945638567072
7.119671804625791,14,4.8209452508939155,73,2,33.136605879846556
57.434239735343986,9,1.300551126943235,17,1,67.90557225470995
52.7444532938458,7,1.3037336414784884,44,3,44.461949060802915
33.38527133036556,2,1.4123749840549795,44,3,25.081079567013578
23.030818531795738,14,4.832683172015722,83,4,46.727280219491924
77.03497685477716,1,3.6351334668428694,80,2,58.943359267737414
7.139900992386489,10,1.1577072454740236,10,4,34.232881518493556
111.10454977246424,7,3.2232263257487186,86,2,59.67264915354494
87.99181690353551,3,4.697584781506121,59,3,60.42747994667178
95.6456787171326,14,1.2195304585858997,18,3,59.8523222225213
15.347459407496178,2,4.539993426093124,43,4,29.56109234792953
53.482827248031235,7,1.2614253631957695,15,4,53.3553378319007
38.93154784891632,2,3.0806724395149274,42,4,34.10457089840908
28.72217749568242,7,2.8477714023023504,34,2,45.17891582631901
9.333534983949052,14,2.4028472618068406,62,1,34.52970079495421
48.829778719499814,5,2.919125307426019,16,4,42.92506778355098
11.912220878260186,7,3.0900767665380924,65,2,23.48797091011701
1.3982170831145275,13,2.418488630563106,30,2,28.019025896716013
6.009089566727064,1,4.641356408230138,79,1,18.95320481298566
14.026644242814703,9,3.7185891307722794,12,3,41.72573004543007
105.6150785998976,14,3.403193785768792,62,1,70.59596203909898
118.71300426778971,7,4.964674504547906,59,4,70.13540350370135
73.32067859058424,13,1.4813550481399838,57,2,64.71468247455947
5.371100553767022,10,4.118337894267013,6,1,53.594756427234174
83.82645354840128,8,4.5897445921848155,13,4,72.06080245554743
89.9967208869752,9,3.3717597393668126,14,1,74.86753994948975
106.76102150440829,9,4.408774133388031,42,1,77.02992206720552
40.15711247901465,9,3.2034294824365572,59,2,41.59398368891036
31.91070026747882,5,1.1951343266926924,18,2,28.449185938365954
115.49251473845392,13,4.57791972387227,77,1,82.2935971820198
68.98695408842931,8,3.7120646102362542,77,1,64.96565267844261
88.33528035549051,8,4.189704086427712,40,4,74.41678280725321
83.99910393864475,10,1.423336375314336,27,2,71.22971565679383
23.5173632344157,5,4.523483036795714,58,1,39.55655247695979
89.47748249870132,2,4.271868096476249,78,1,56.253010782842
61.38866031753951,7,1.7725314583491723,13,2,59.602685016519395
14.78541895685066,2,3.5360228123984454,88,1,14.296293023721512
93.80160202298609,6,2.1333717930623264,71,2,64.57653534443686
47.6659941619784,14,4.014795336202077,22,4,58.265969811731274
21.67666356160045,4,1.2713482364206876,64,1,28.572126705535354
57.355292723775534,6,3.4836620710699084,82,2,56.38567892524161
118.827656357327,13,2.783833228041286,52,1,70.21219527404023
98.76004074148547,3,2.010034998753529,87,2,49.530693958033645
19.913655709934027,2,4.988498000630845,81,3,22.761472966286323
95.5823363012416,13,2.1934977239599704,32,2,70.3297337328473
92.96591082199973,4,3.618044857124541,27,3,66.72318531829147
50.94755071420855,11,4.858081889080834,19,1,70.29911248341959
53.63355272332832,11,2.637336025260172,38,3,53.2423899711981
104.30661480537319,8,2.4741053748950446,15,4,69.43070395144913
57.3119788962953,8,1.6369829531170579,89,1,57.44762973022541
3.1255652049200053,13,1.5249795107295503,53,4,11.367336823663308
110.58089389006673,3,1.7418354987066174,15,1,52.17004766481332
67.45110803740056,9,1.6433018763127603,86,2,57.774031421453046
39.78513021029691,2,4.190236402548752,11,4,40.04679429413935
9.621179647552507,2,2.919755338868494,38,4,18.14044372510557
79.18107905017467,9,4.440489588756819,41,4,77.49618284220749
18.364726810182308,12,4.946650373068586,32,3,53.64347706516628
60.36769026071137,6,1.8413983196754744,33,2,52.1952854086383
106.0214848125324,14,1.1328124351654663,26,2,63.73999082014626
39.329269564100905,6,3.2701633930462326,46,2,42.778282294210285
20.9304272888293,1,4.806199897421308,61,3,31.7751493631029
107.65033501951956,9,4.744848984974759,32,1,84.91495695241143
85.9763449237589,14,4.133690903766459,7,3,81.7244127643968
107.48318207120279,4,3.3899034505277204,22,2,62.2166648002983
20.51593823775017,14,1.3265199281223583,12,3,38.11019110726868
78.38500811894102,9,4.487134266368807,19,3,85.38753119086167
104.74810069780142,5,3.6348311020035045,51,4,59.85250483644204
67.08826256157812,2,3.6130520769493204,37,4,47.436731104833676
10.701652256738777,3,3.7209129697251653,54,3,39.70472308537481
25.22581536072688,7,2.850491826957265,85,3,38.22669449573675
75.82301336650747,12,2.484155051938411,20,4,66.25216719291306
5.772993778085415,1,3.0559834712349,36,2,18.583471146795677
104.9373653317176,2,4.171824378422526,39,2,71.25811024518998
119.06386464454002,10,4.649453382466763,12,3,88.6471819451632
88.24044966741843,3,4.104000828141718,87,2,65.64979341663746
29.26765566594144,14,3.0504608208232207,37,1,50.187930027169614
12.589813713872708,13,2.781221020010662,89,4,25.851142452089963
71.56115132075637,6,3.6084929821217515,89,1,65.56070457319288
2.07461809141648,1,4.093892502746403,56,4,13.714345670933184
116.40870436434682,11,4.534838678643011,14,4,68.10801154561656
99.63712054003052,1,2.797735340854951,8,3,57.57292193576192
113.88141922732062,9,1.6681676316037994,84,4,55.73116193699496
101.45628342733445,12,2.7854745860503423,79,2,78.7478604842278
25.495103994375423,13,1.1367510637566327,78,2,33.01977390531776
7.151923631741708,1,1.4884396560401072,70,1,9.496917511603867
112.13112708582068,5,1.4132358284960627,51,2,51.58074089968528
58.10775270945671,11,1.0197599237376385,89,2,57.323819677483726
116.79863202037123,7,2.8189594225354364,43,2,68.6374132983159
15.96323990499121,14,2.2317197663647637,80,2,23.58016495606273
25.020560802630854,7,1.6495275786492836,85,1,28.059994176785928
28.912793906844612,6,2.0212260989137274,65,3,33.738540713064445
117.45712320066312,11,3.7329921131585833,82,1,74.73971301463843
92.45380437833116,11,4.723794782027911,46,4,76.6179161149831
81.50509290749234,3,4.76350142535226,14,1,75.69437448443504
42.48026640179449,2,4.997654903082666,70,3,50.52983845958466
117.28372792233675,9,4.973347749434514,13,1,83.13911437170084
13.984046180124217,2,2.616561286604132,4,2,24.475424879705884
53.14250922302653,2,4.049140539106463,23,3,46.61447740078816
36.32744367267341,7,1.0230346419924863,15,1,47.330077864451496
44.608922649696346,7,3.253755709393835,19,4,60.269329598235835
65.93673973096134,3,1.909078509052606,11,3,54.94240024852209
21.044881831983638,14,3.477961384038458,46,1,52.23200277599251
62.77073243120995,6,4.656946063805879,26,1,65.50010466439649
46.24327863551699,2,3.1064951890758383,79,4,20.687583470221618
66.38029437322395,14,3.8724923049059776,43,1,69.23681900413553
98.86481683922992,11,1.0302514999125685,47,1,65.63535533742323
111.3171108307605,4,4.737744107222057,86,3,63.355843521837016
13.069078585456765,13,3.469407029651897,52,2,45.48889329322974
65.16019192435529,10,3.4413351332436735,18,2,67.25820343285685
33.44225608729052,4,4.292696062382641,75,3,32.71258090827366
63.49444265638016,7,2.1811131568812403,42,1,60.56019380026106
31.530971260462287,4,2.6981097007854475,7,2,36.8853303796243
76.34501369568866,11,1.0103360593799295,22,2,66.08784860917768
62.30584526971406,12,1.91231908779573,9,3,54.78917262704149
100.94349504113973,8,4.079778801006716,49,2,81.62255447551712
31.421754739303402,4,2.0992241421925444,19,4,41.09452806080404
12.368702346325513,4,1.598815871827831,55,2,16.32753364303415
19.205072298598957,1,3.9474949797767285,33,3,21.166648760918886
38.16034253980673,3,3.428376144355123,32,3,39.95937040585525
28.601704437801075,14,3.528061944081674,57,2,45.90563785234267
72.0485831105873,2,2.6172750724171685,39,1,50.70565645019794
83.39990200759999,7,2.364360097896882,46,3,54.1009176108053
108.7574502872312,13,1.3176774759559464,36,3,70.49938556652549
48.74136177063894,1,1.906625608907952,41,3,33.61204510669185
9.045895067473573,5,1.2797264228377365,32,1,20.236431514238966
33.26654494352199,8,3.6035094761887767,44,1,43.37214533349331
7.228326218594489,12,3.6473567593975145,81,3,32.258182801077936
87.94741071847028,14,2.3342781978888016,22,4,75.44871949907275
21.286874642696187,10,1.3867057985868785,55,4,35.55118099931135
1.1471648913697237,12,4.924945497377216,3,4,37.374036572952335
116.92559080673385,6,4.969934008633501,65,1,71.24661091718554
80.91545478995144,4,3.494342752011039,82,4,52.228913278863764
99.30204800005087,6,1.6372160824759212,14,4,60.80169170146641
37.0722743574941,2,2.3666980075876833,85,2,28.994416785685495
37.3573929683048,4,2.118814153885917,26,4,37.80550982009056
104.92706274513789,6,4.677567892857669,43,3,70.34164058639072
46.29417192371303,8,3.1299247702377047,78,2,48.50567011018496
17.81208786378519,7,2.218716556392163,73,3,21.73023500313981
83.69917957939295,2,4.829291551578349,82,4,54.44097481157448
111.99495811667433,2,1.5300986909673937,54,1,51.995259970143856
73.14409959236632,6,4.317329620565134,52,3,68.15242199666736
114.38290578455403,6,1.5854959686489964,8,1,65.73634461019263
115.93283717723317,12,2.2472645323410383,78,4,64.97085523448114
53.3018909473163,12,4.405794550205061,32,1,68.96383516529463
44.41098807819901,3,3.25776436271553,34,2,42.30527164620646
26.198886729191923,14,4.979465268679069,31,4,48.58039191128612
21.30910626744981,5,1.4855397576897156,62,2,17.002913988753008
13.024451510266957,12,3.472206697148744,4,3,40.2915777829008
27.27551294449106,13,3.495583345166554,38,3,43.68141761586469
87.19377889152268,5,4.546416860961867,62,4,60.76123908429554
50.281440550942314,14,1.7075485805754176,86,1,44.560149771338
2.3127204670090187,2,1.5352149451179549,21,2,16.898713174915706
82.0360044413511,8,3.1412405258103666,65,1,76.18102653836998
2.4423721826232994,2,3.5171952240429447,53,2,12.461347795761844
77.88472469203846,5,4.377428330958464,55,1,64.52975724809406
59.10069530559161,4,4.458641568561671,82,4,50.48783472103595
103.28826256598654,10,4.1400661753482275,13,1,89.14545429503141
114.68482769396746,1,3.634768584829774,41,1,61.60940276640886
31.113953503293363,8,2.8459098584989366,75,3,37.77366268687489
79.46311674248814,11,2.8004977296790385,49,3,68.87015690646118
106.01267341427588,5,3.9497350748859423,65,3,67.45745986774509
81.94710572579405,13,1.1520873929498197,87,3,64.40702583819866
13.538736540383908,1,4.82600559319792,21,4,30.61690544561218
43.036917611745636,14,4.966353635481096,52,3,54.222790897397786
66.40430920255201,6,4.057490648886944,64,2,51.42785191966365
3.4924503626786247,12,4.595603296024942,8,4,36.93283096476647
9.241262448017332,9,3.1212085329966333,62,3,27.814266642994284
116.25016453373168,5,1.5009342817313085,2,2,65.93965644302534
62.97140887827131,12,1.6265537478952332,10,3,60.74245498163417
14.186147499397038,2,1.8984624473754077,25,4,9.220496986165912
73.93981031684854,6,2.095165230056426,84,1,46.277815178710824
81.44189079477628,3,4.547699600837078,21,3,59.795178675768845
105.63297053974274,12,4.675706134558218,18,1,90.38024962004673
90.84998952080711,5,4.913589115202384,46,4,60.07545215386193
7.409126632765109,6,4.012749343653612,89,2,29.037359537674593
65.20719023896511,13,1.6592592629177485,29,1,68.0818570771513
26.40785259096996,3,1.6027044308395095,44,1,31.61540769891168
50.19655746613611,5,3.3613907618350916,56,3,49.149167786343924
82.97735094396079,7,3.3086911331502002,25,4,57.65317295904393
52.622260958317845,8,2.8462298976791596,16,4,58.06054487057331
119.02538421057425,8,1.7758154690710994,64,2,57.35858525271239
79.24967722058474,9,3.220339797209145,46,3,77.11771670640832
45.655928628677295,9,3.2169060565280665,86,2,54.86600161996333
91.55790044334317,6,4.330721877388173,78,2,70.7911927884726
81.72707991976188,3,4.367881485986835,70,4,61.68276153141665
60.74397540512521,10,2.4732381220273933,4,4,58.43311746124192
17.400924999949012,6,2.650487363394495,21,2,38.327815075605606
74.73113115772104,4,1.725277119702021,45,4,54.16909905527146
61.7030557873602,3,1.2594143779318734,80,2,37.72088972816605
67.81666596718333,4,1.2112158418741124,24,2,58.11712714357792
3.7290045408970016,3,2.9930227290538145,83,2,24.426668498752107
83.75446215103834,12,4.13958790844587,31,4,61.24609287477179
18.54685067804779,7,3.9420224259501504,18,3,45.04619824097181
27.25282237263414,11,4.2054676632780765,47,3,44.6904278859309
21.64412883764891,6,3.544709458832931,47,3,41.061956450797915
82.62344125493378,14,3.9888783509681507,9,2,74.68877243826317
44.10601755662232,2,1.6611764438806982,70,1,34.66315849772728
111.62441382220642,3,4.762716980461362,42,3,69.54902099094281
101.19009444822522,5,2.9236240030122786,21,2,64.38643663657099
112.54504201168787,4,1.5339198896637751,4,2,59.55366058895748
52.98523361120637,9,1.0281168152544766,41,2,58.91078649441425
27.80162056995028,12,1.5414163291107421,31,4,40.389445686716996
9.206003946414121,12,1.1783796334918462,86,4,22.368490008627465
33.81066251837072,7,4.625018322084147,10,4,44.94804046665005
101.52994291803655,6,1.261464630257541,45,4,44.363264848489585
5.000018421810633,4,3.478797760797663,57,1,13.960665619397927
42.33385582480228,2,3.929794927352359,75,4,38.97300127028249
16.23059681549678,7,2.573791386254366,26,4,34.23389437137815
59.843254624116064,5,2.0261202497769912,3,3,57.96455932069622
24.573618298409077,8,2.3530524213293935,89,1,27.734470866105674
14.577398401664071,2,3.8800321586524524,71,2,30.743635718838814
67.78551180562046,1,4.922067288004424,61,2,59.863586600569434
95.21229862594885,1,3.1741528693705843,70,2,41.49809441229286
55.53777634191012,1,2.714522187881903,5,2,40.44995839589796
12.609938718476668,3,3.6038938686038167,86,4,22.415941181751815
8.410499599944387,8,1.4477437080861213,59,2,14.775003901408573
104.78414830267471,10,2.32086025948599,86,3,63.54521873279535
25.380871623934794,5,3.638517465578969,14,3,40.11931444369609
90.33681133292231,1,1.1086696849022393,25,4,48.850816359072226
56.2078338406676,8,2.129723594746047,42,4,47.36413013557372
54.75192148857024,11,2.5216800300302493,19,1,69.38989700207624
115.77272181419659,8,1.746893183092166,8,4,70.4518391467709
33.89656117942413,8,4.191656638463576,47,3,44.956158219702495
109.89571814043815,8,3.080762093006218,60,4,57.51237961259751
74.00330349806198,13,4.624573019063066,40,2,78.1192235731375
17.74467183780225,1,1.133534407145525,8,1,26.426581215158897
38.2662773832566,14,3.461192100279208,19,4,55.70522973630695
14.999634590959698,11,3.020827094306553,16,1,47.13062811912984
80.48247985763162,13,2.2920447935448554,28,2,71.83193394892396
117.59411248468811,11,1.6489336231299174,27,1,77.53266475034343
86.60308106192987,2,1.8390117907347254,5,3,67.74830981747641
23.302021347612285,13,2.185959125133261,50,2,35.80657879238543
57.06897997300494,12,2.8370607886928556,85,4,58.13768150247468
59.81128122278569,3,4.519287655806782,30,2,54.36426622197465
11.37435667198791,1,1.959496451023779,52,2,14.237963836358533
42.40502797827783,2,3.995305347853226,57,3,31.25815732739478
101.13225881708644,11,4.374949305626897,35,1,87.83017299655029
16.025504246175828,2,2.300416061726796,40,4,16.759638202967302
100.60789390390987,7,1.3083120478058428,67,4,56.41012713499477
104.0999951959097,6,2.4415112797213903,21,3,60.91698552604432
91.35059923424029,4,4.484817929052208,39,1,76.82592171074823
94.82523384714254,13,4.59538955272099,6,3,73.91043703044696
27.980915567897767,5,3.186592880751154,35,3,29.707786252560787
117.23923909276846,14,2.916280252413405,25,4,72.54724488472093
34.324442216508245,9,2.168872921847591,51,3,43.12354452787315
90.72146652801729,9,4.357843638003068,45,3,79.4474405507074
75.76033514513048,9,2.12608479365972,47,4,71.44654562863698
14.397066459020504,6,1.4809889060467025,36,4,14.621464480956732
99.11964216235683,5,2.1889512308344687,59,2,60.84176454111691
89.4399906490608,4,1.2579650849966701,8,2,62.89450941096567
107.18399727861862,7,3.1252660822722365,62,1,76.1652423031097
34.94955026452065,12,3.3312273403339585,64,2,50.03883419805096
8.57326820511044,4,1.8809012055092604,44,1,28.730741548744327
88.77032414204639,9,4.63850727774637,68,3,76.26488942167761
52.22086182819783,12,4.642706317740558,46,3,77.00781690243483
17.36532920322483,3,4.570093159819384,22,4,32.13092372047554
94.86746940473779,3,1.9497338734992251,71,4,51.08274804539414
13.402751534193373,6,4.147001340617748,67,2,29.36494265105072
57.27475880449768,9,3.025064237980811,87,2,50.4165637165384
9.440933719919038,9,1.011684130485448,61,4,26.02224648752853
29.42394258782939,10,4.886130763604203,40,2,56.84229749328464
